orderdate,total_qtd_product,unitprice_product,productmodel_name,standardcost_product,listprice_product,daystomanufature_product,product_line,product_class,product_style,name_store,countryregioncode
2013-03-01,9,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-01,2,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-01,1,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-02,1,2049.0982,Mountain-200,1251.9813,2294.99,4,undefined,undefined,undefined,,others
2013-03-02,2,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-02,1,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-03,4,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-03,2,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-03,2,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-04,6,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-04,4,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-05,1,2049.0982,Mountain-200,1251.9813,2294.99,4,undefined,undefined,undefined,,others
2013-03-05,2,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-05,2,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-06,4,2049.0982,Mountain-200,1251.9813,2294.99,4,undefined,undefined,undefined,,others
2013-03-06,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-06,2,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-07,6,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-07,3,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-08,5,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-08,2,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-08,2,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-09,6,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-10,7,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-10,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-10,1,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-11,3,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-11,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-11,1,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-12,6,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-12,4,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-12,2,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-13,4,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-13,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-14,2,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-14,2,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-14,1,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-15,4,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-15,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-15,1,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-16,2,2049.0982,Mountain-200,1251.9813,2294.99,4,undefined,undefined,undefined,,others
2013-03-16,6,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-16,3,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-17,5,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-17,3,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-18,2,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-18,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-19,4,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-19,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-19,1,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-20,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-20,1,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-21,2,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-22,1,2049.0982,Mountain-200,1251.9813,2294.99,4,undefined,undefined,undefined,,others
2013-03-22,3,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-23,7,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-23,4,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-24,5,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-24,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-24,2,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-25,2,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-25,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-25,2,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-26,4,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-26,3,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-27,3,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-27,4,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-27,1,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-28,4,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-28,2,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-29,4,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-29,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-29,2,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-30,3,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Active Systems,United States
2013-03-30,9,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Friendly Bike Shop,United States
2013-03-30,5,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Handy Bike Services,United States
2013-03-30,39,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,18,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Nearby Bike Mall,others
2013-03-30,15,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,13,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2013-03-30,16,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2013-03-30,9,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2013-03-30,29,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,35,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,22,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,62,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Tread Industries,United States
2013-03-30,19,744.2727,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Friendly Bike Shop,United States
2013-03-30,10,744.2727,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,18,744.2727,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Nearby Bike Mall,others
2013-03-30,30,744.2727,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,8,744.2727,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Quick Parts and Service,others
2013-03-30,17,744.2727,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Racing Supply Distributors,others
2013-03-30,7,744.2727,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,29,744.2727,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,38,744.2727,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,2,65.6018,HL Mountain Handlebars,53.3999,120.27,1,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,2,65.6018,HL Mountain Handlebars,53.3999,120.27,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,2,65.6018,HL Mountain Handlebars,53.3999,120.27,1,undefined,undefined,undefined,Quick Parts and Service,others
2013-03-30,1,65.6018,HL Mountain Handlebars,53.3999,120.27,1,undefined,undefined,undefined,Racing Supply Distributors,others
2013-03-30,1,65.6018,HL Mountain Handlebars,53.3999,120.27,1,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,2,65.6018,HL Mountain Handlebars,53.3999,120.27,1,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,12,65.6018,HL Mountain Handlebars,53.3999,120.27,1,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,9,780.8182,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Friendly Bike Shop,United States
2013-03-30,8,780.8182,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,2,780.8182,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Petroleum Products Distributors,others
2013-03-30,3,780.8182,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,15,780.8182,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,14,780.8182,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,12,780.8182,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Tread Industries,United States
2013-03-30,4,65.6018,HL Road Handlebars,53.3999,120.27,1,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,2,65.6018,HL Road Handlebars,53.3999,120.27,1,undefined,undefined,undefined,Nearby Bike Mall,others
2013-03-30,3,65.6018,HL Road Handlebars,53.3999,120.27,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,6,65.6018,HL Road Handlebars,53.3999,120.27,1,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,5,65.6018,HL Road Handlebars,53.3999,120.27,1,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,5,65.6018,HL Road Handlebars,53.3999,120.27,1,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,21,14.1289,Half-Finger Gloves,9.1593,24.49,0,undefined,undefined,undefined,Friendly Bike Shop,United States
2013-03-30,4,14.1289,Half-Finger Gloves,9.1593,24.49,0,undefined,undefined,undefined,Handy Bike Services,United States
2013-03-30,15,14.1289,Half-Finger Gloves,9.1593,24.49,0,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,24,14.1289,Half-Finger Gloves,9.1593,24.49,0,undefined,undefined,undefined,Nearby Bike Mall,others
2013-03-30,9,14.1289,Half-Finger Gloves,9.1593,24.49,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,8,14.1289,Half-Finger Gloves,9.1593,24.49,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2013-03-30,15,14.1289,Half-Finger Gloves,9.1593,24.49,0,undefined,undefined,undefined,Quick Parts and Service,others
2013-03-30,10,14.1289,Half-Finger Gloves,9.1593,24.49,0,undefined,undefined,undefined,Racing Supply Distributors,others
2013-03-30,12,14.1289,Half-Finger Gloves,9.1593,24.49,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,23,14.1289,Half-Finger Gloves,9.1593,24.49,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,29,14.1289,Half-Finger Gloves,9.1593,24.49,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,116,14.1289,Half-Finger Gloves,9.1593,24.49,0,undefined,undefined,undefined,Tread Industries,United States
2013-03-30,2,24.2945,LL Mountain Handlebars,19.7758,44.54,1,undefined,undefined,undefined,Friendly Bike Shop,United States
2013-03-30,1,24.2945,LL Mountain Handlebars,19.7758,44.54,1,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,4,24.2945,LL Mountain Handlebars,19.7758,44.54,1,undefined,undefined,undefined,Nearby Bike Mall,others
2013-03-30,8,24.2945,LL Mountain Handlebars,19.7758,44.54,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,4,24.2945,LL Mountain Handlebars,19.7758,44.54,1,undefined,undefined,undefined,Quick Parts and Service,others
2013-03-30,3,24.2945,LL Mountain Handlebars,19.7758,44.54,1,undefined,undefined,undefined,Racing Supply Distributors,others
2013-03-30,6,24.2945,LL Mountain Handlebars,19.7758,44.54,1,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,1,24.2945,LL Mountain Handlebars,19.7758,44.54,1,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,3,183.9382,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Friendly Bike Shop,United States
2013-03-30,3,183.9382,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Handy Bike Services,United States
2013-03-30,12,183.9382,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,5,183.9382,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Nearby Bike Mall,others
2013-03-30,16,183.9382,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,9,183.9382,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Petroleum Products Distributors,others
2013-03-30,2,183.9382,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Racing Supply Distributors,others
2013-03-30,7,183.9382,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,15,183.9382,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,15,183.9382,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,60,183.9382,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Tread Industries,United States
2013-03-30,9,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Active Systems,United States
2013-03-30,39,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Friendly Bike Shop,United States
2013-03-30,3,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Handy Bike Services,United States
2013-03-30,47,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,47,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Nearby Bike Mall,others
2013-03-30,31,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,11,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2013-03-30,26,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2013-03-30,22,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2013-03-30,31,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,49,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,54,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,136,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Tread Industries,United States
2013-03-30,6,33.7745,ML Mountain Handlebars,27.4925,61.92,1,undefined,undefined,undefined,Friendly Bike Shop,United States
2013-03-30,3,33.7745,ML Mountain Handlebars,27.4925,61.92,1,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,8,33.7745,ML Mountain Handlebars,27.4925,61.92,1,undefined,undefined,undefined,Nearby Bike Mall,others
2013-03-30,7,33.7745,ML Mountain Handlebars,27.4925,61.92,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,2,33.7745,ML Mountain Handlebars,27.4925,61.92,1,undefined,undefined,undefined,Quick Parts and Service,others
2013-03-30,6,33.7745,ML Mountain Handlebars,27.4925,61.92,1,undefined,undefined,undefined,Racing Supply Distributors,others
2013-03-30,5,33.7745,ML Mountain Handlebars,27.4925,61.92,1,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,10,33.7745,ML Mountain Handlebars,27.4925,61.92,1,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,15,33.7745,ML Mountain Handlebars,27.4925,61.92,1,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,1,324.4527,ML Road Frame-W,360.9428,594.83,1,undefined,undefined,undefined,Active Systems,United States
2013-03-30,19,324.4527,ML Road Frame-W,360.9428,594.83,2,undefined,undefined,undefined,Friendly Bike Shop,United States
2013-03-30,5,324.4527,ML Road Frame-W,360.9428,594.83,1,undefined,undefined,undefined,Handy Bike Services,United States
2013-03-30,15,324.4527,ML Road Frame-W,360.9428,594.83,2,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,11,324.4527,ML Road Frame-W,360.9428,594.83,2,undefined,undefined,undefined,Nearby Bike Mall,others
2013-03-30,24,324.4527,ML Road Frame-W,360.9428,594.83,2,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,21,324.4527,ML Road Frame-W,360.9428,594.83,2,undefined,undefined,undefined,Petroleum Products Distributors,others
2013-03-30,3,324.4527,ML Road Frame-W,360.9428,594.83,2,undefined,undefined,undefined,Racing Supply Distributors,others
2013-03-30,34,324.4527,ML Road Frame-W,360.9428,594.83,2,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,21,324.4527,ML Road Frame-W,360.9428,594.83,2,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,34,324.4527,ML Road Frame-W,360.9428,594.83,2,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,68,324.4527,ML Road Frame-W,360.9428,594.83,2,undefined,undefined,undefined,Tread Industries,United States
2013-03-30,8,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-30,38,1242.8518,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,Friendly Bike Shop,United States
2013-03-30,40,1242.8518,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,28,1242.8518,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,Nearby Bike Mall,others
2013-03-30,85,1242.8518,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,5,1242.8518,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,Petroleum Products Distributors,others
2013-03-30,28,1242.8518,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,Quick Parts and Service,others
2013-03-30,24,1242.8518,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,Racing Supply Distributors,others
2013-03-30,37,1242.8518,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,93,1242.8518,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,145,1242.8518,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,8,1242.8518,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,Tread Industries,United States
2013-03-30,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-03-30,12,1308.9375,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,Friendly Bike Shop,United States
2013-03-30,11,1308.9375,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,Handy Bike Services,United States
2013-03-30,36,1308.9375,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,36,1308.9375,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,Nearby Bike Mall,others
2013-03-30,48,1308.9375,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,46,1308.9375,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,Petroleum Products Distributors,others
2013-03-30,7,1308.9375,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,Racing Supply Distributors,others
2013-03-30,18,1308.9375,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,24,1308.9375,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,75,1308.9375,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,32,1308.9375,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,Tread Industries,United States
2013-03-30,1,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-03-30,13,600.2625,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,Friendly Bike Shop,United States
2013-03-30,11,600.2625,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,Handy Bike Services,United States
2013-03-30,32,600.2625,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,34,600.2625,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,Nearby Bike Mall,others
2013-03-30,39,600.2625,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,51,600.2625,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,Petroleum Products Distributors,others
2013-03-30,13,600.2625,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,Racing Supply Distributors,others
2013-03-30,24,600.2625,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,38,600.2625,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,60,600.2625,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,82,600.2625,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,Tread Industries,United States
2013-03-30,29,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Friendly Bike Shop,United States
2013-03-30,16,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Handy Bike Services,United States
2013-03-30,27,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Moderately-Priced Bikes Store,United States
2013-03-30,54,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Nearby Bike Mall,others
2013-03-30,47,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2013-03-30,8,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2013-03-30,37,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2013-03-30,17,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2013-03-30,23,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2013-03-30,60,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2013-03-30,78,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2013-03-30,146,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Tread Industries,United States
2013-03-31,6,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-03-31,4,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-04-01,4,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-04-01,5,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-04-02,4,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-04-02,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-04-02,1,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-04-03,6,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-04-03,1,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-04-03,3,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-04-04,8,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-04-04,2,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-04-04,1,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-04-05,3,2049.0982,Mountain-200,1251.9813,2294.99,4,undefined,undefined,undefined,,others
2013-04-05,3,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
2013-04-05,1,1000.4375,Road-550-W,713.0798,1120.49,4,undefined,undefined,undefined,,others
2013-04-06,6,2071.4196,Mountain-200,1265.6195,2319.99,4,undefined,undefined,undefined,,others
2013-04-06,3,2181.5625,Road-250,1554.9479,2443.35,4,undefined,undefined,undefined,,others
